"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"0","887148","repro_algo23_int8_n1000","127.0.0.1","void Kernel2<cutlass_80_wmma_tensorop_i161616gemm_s8_forwardCompat_128x128_32x2_tn_align4>(Params)","1","20","(256, 1, 1)","(64, 1, 1)","0","10.0","GPU Speed Of Light Throughput","DRAM Frequency","Ghz","3.99",
"0","887148","repro_algo23_int8_n1000","127.0.0.1","void Kernel2<cutlass_80_wmma_tensorop_i161616gemm_s8_forwardCompat_128x128_32x2_tn_align4>(Params)","1","20","(256, 1, 1)","(64, 1, 1)","0","10.0","GPU Speed Of Light Throughput","SM Frequency","Ghz","1.13",
"0","887148","repro_algo23_int8_n1000","127.0.0.1","void Kernel2<cutlass_80_wmma_tensorop_i161616gemm_s8_forwardCompat_128x128_32x2_tn_align4>(Params)","1","20","(256, 1, 1)","(64, 1, 1)","0","10.0","GPU Speed Of Light Throughput","Elapsed Cycles","cycle","57528",
"0","887148","repro_algo23_int8_n1000","127.0.0.1","void Kernel2<cutlass_80_wmma_tensorop_i161616gemm_s8_forwardCompat_128x128_32x2_tn_align4>(Params)","1","20","(256, 1, 1)","(64, 1, 1)","0","10.0","GPU Speed Of Light Throughput","Memory Throughput","%","21.70",
"0","887148","repro_algo23_int8_n1000","127.0.0.1","void Kernel2<cutlass_80_wmma_tensorop_i161616gemm_s8_forwardCompat_128x128_32x2_tn_align4>(Params)","1","20","(256, 1, 1)","(64, 1, 1)","0","10.0","GPU Speed Of Light Throughput","DRAM Throughput","%","0.61",
"0","887148","repro_algo23_int8_n1000","127.0.0.1","void Kernel2<cutlass_80_wmma_tensorop_i161616gemm_s8_forwardCompat_128x128_32x2_tn_align4>(Params)","1","20","(256, 1, 1)","(64, 1, 1)","0","10.0","GPU Speed Of Light Throughput","Duration","us","49.95",
"0","887148","repro_algo23_int8_n1000","127.0.0.1","void Kernel2<cutlass_80_wmma_tensorop_i161616gemm_s8_forwardCompat_128x128_32x2_tn_align4>(Params)","1","20","(256, 1, 1)","(64, 1, 1)","0","10.0","GPU Speed Of Light Throughput","L1/TEX Cache Throughput","%","59.24",
"0","887148","repro_algo23_int8_n1000","127.0.0.1","void Kernel2<cutlass_80_wmma_tensorop_i161616gemm_s8_forwardCompat_128x128_32x2_tn_align4>(Params)","1","20","(256, 1, 1)","(64, 1, 1)","0","10.0","GPU Speed Of Light Throughput","L2 Cache Throughput","%","5.03",
"0","887148","repro_algo23_int8_n1000","127.0.0.1","void Kernel2<cutlass_80_wmma_tensorop_i161616gemm_s8_forwardCompat_128x128_32x2_tn_align4>(Params)","1","20","(256, 1, 1)","(64, 1, 1)","0","10.0","GPU Speed Of Light Throughput","SM Active Cycles","cycle","20773.66",
"0","887148","repro_algo23_int8_n1000","127.0.0.1","void Kernel2<cutlass_80_wmma_tensorop_i161616gemm_s8_forwardCompat_128x128_32x2_tn_align4>(Params)","1","20","(256, 1, 1)","(64, 1, 1)","0","10.0","GPU Speed Of Light Throughput","Compute (SM) Throughput","%","12.49",
"0","887148","repro_algo23_int8_n1000","127.0.0.1","void Kernel2<cutlass_80_wmma_tensorop_i161616gemm_s8_forwardCompat_128x128_32x2_tn_align4>(Params)","1","20","(256, 1, 1)","(64, 1, 1)","0","10.0","SpeedOfLight","","","","SOLBottleneck","OPT","This kernel grid is too small to fill the available resources on this device, resulting in only 0.2 full waves across all SMs. Look at Launch Statistics for more details.","",""
"0","887148","repro_algo23_int8_n1000","127.0.0.1","void Kernel2<cutlass_80_wmma_tensorop_i161616gemm_s8_forwardCompat_128x128_32x2_tn_align4>(Params)","1","20","(256, 1, 1)","(64, 1, 1)","0","10.0","Launch Statistics","Block Size","","256",
"0","887148","repro_algo23_int8_n1000","127.0.0.1","void Kernel2<cutlass_80_wmma_tensorop_i161616gemm_s8_forwardCompat_128x128_32x2_tn_align4>(Params)","1","20","(256, 1, 1)","(64, 1, 1)","0","10.0","Launch Statistics","Cluster Scheduling Policy","","PolicySpread",
"0","887148","repro_algo23_int8_n1000","127.0.0.1","void Kernel2<cutlass_80_wmma_tensorop_i161616gemm_s8_forwardCompat_128x128_32x2_tn_align4>(Params)","1","20","(256, 1, 1)","(64, 1, 1)","0","10.0","Launch Statistics","Cluster Size","","0",
"0","887148","repro_algo23_int8_n1000","127.0.0.1","void Kernel2<cutlass_80_wmma_tensorop_i161616gemm_s8_forwardCompat_128x128_32x2_tn_align4>(Params)","1","20","(256, 1, 1)","(64, 1, 1)","0","10.0","Launch Statistics","Function Cache Configuration","","CachePreferNone",
"0","887148","repro_algo23_int8_n1000","127.0.0.1","void Kernel2<cutlass_80_wmma_tensorop_i161616gemm_s8_forwardCompat_128x128_32x2_tn_align4>(Params)","1","20","(256, 1, 1)","(64, 1, 1)","0","10.0","Launch Statistics","Grid Size","","64",
"0","887148","repro_algo23_int8_n1000","127.0.0.1","void Kernel2<cutlass_80_wmma_tensorop_i161616gemm_s8_forwardCompat_128x128_32x2_tn_align4>(Params)","1","20","(256, 1, 1)","(64, 1, 1)","0","10.0","Launch Statistics","Preferred Cluster Size","","0",
"0","887148","repro_algo23_int8_n1000","127.0.0.1","void Kernel2<cutlass_80_wmma_tensorop_i161616gemm_s8_forwardCompat_128x128_32x2_tn_align4>(Params)","1","20","(256, 1, 1)","(64, 1, 1)","0","10.0","Launch Statistics","Registers Per Thread","register/thread","122",
"0","887148","repro_algo23_int8_n1000","127.0.0.1","void Kernel2<cutlass_80_wmma_tensorop_i161616gemm_s8_forwardCompat_128x128_32x2_tn_align4>(Params)","1","20","(256, 1, 1)","(64, 1, 1)","0","10.0","Launch Statistics","Shared Memory Configuration Size","Kbyte","135.17",
"0","887148","repro_algo23_int8_n1000","127.0.0.1","void Kernel2<cutlass_80_wmma_tensorop_i161616gemm_s8_forwardCompat_128x128_32x2_tn_align4>(Params)","1","20","(256, 1, 1)","(64, 1, 1)","0","10.0","Launch Statistics","Driver Shared Memory Per Block","Kbyte/block","1.02",
